clean_text,classification
mantap brimob.....tetap jaga keamanan negara.....!,BUZZER
hari ini yang live kemana?,NON_BUZZER
mantab,NON_BUZZER
sehat bapak bapak polisi semoga di kslmtan dan kesehatan amin ya allah,NON_BUZZER
tanggapan prabowo bagaimana,NON_BUZZER
mantap brimob,BUZZER
persiden kui gek senang rayat sensara paling jok diam saja pura-pura enggak tahu,NON_BUZZER
tadi malam enggak ada jir,NON_BUZZER
brigade veavo brimob,NON_BUZZER
bravo polriku brigade,BUZZER
lebi baik kita perang dengan negara lain agar bisa bersatu daripada perang saudara,NON_BUZZER
"sahkan u perampasan aset & pokoknya satu lagi, wajib berhasil : usahakan hasil aset sumber daya alam (sda) bisa sampai ketangan rakyat miskin se indonesia",NON_BUZZER
"lucu lihat polisis di negara konoha,ngadepin masarakt saja memakai senjata lengkp",NON_BUZZER
berani nya gerombolan,NON_BUZZER
brimob selalu siap,NON_BUZZER
pray for ojol,NON_BUZZER
tetap semangat brigade brimob untuk indonesia gbu,NON_BUZZER
"yang di lindes, ojol benar kah meningal?",NON_BUZZER
yang di demo dpr tapi yang paling heran polisi selalu melindungi dan dpr hanya menonton yang demo memang inilah hebat nya di indonesia ini,NON_BUZZER
rakyat bersatu untuk kebaikan,NON_BUZZER
kenapa senjatanya sedemikian lengkap padahal yang dilawan cuma rakyat kecil biasa,NON_BUZZER
kalo rakyat bergerak sebagai petugas harus adil dalam bertindak indak mungkin namanya rakyat protes kalo dalam urusan negara benar,NON_BUZZER
kasihan para petugas gaji enggak seberapa tpbtugas berat,NON_BUZZER
innalilahi wainailaihi rojiun.... besok ojol bergerak ke kantor kapolri,NON_BUZZER
apa fungsi polusi dan brimob,NON_BUZZER
polisi?,NON_BUZZER
melumpuhkan ekonomi rakyat kecil,NON_BUZZER
pengamanan kok di persenjatai......ada maksud yang di instruksikan untuk membuat keonaran......,NON_BUZZER
pahlawan ada karena adanya peperangan.. dan damai hadir karena adanya kemerdekaan.. mohon doa untuk para sahabat kita yang sedang berjuang.. agar kebebasan bisa di dapat untuk kita para rakyat jelata ini #saveojolafan,NON_BUZZER
rakyat dukung tindakan tegas seperti ini,NON_BUZZER
entah siapa yang salah?,NON_BUZZER
biar enggak rusuh,NON_BUZZER
damailah negeri ku,NON_BUZZER
ya allah mau kalian apa wahai pendemo,NON_BUZZER
ya allah.. selamatkan negara kami.. jangan benturkan aparat dengan rakyat...,NON_BUZZER
bravo tni,BUZZER
kenapa mesti bawa senjata ? heran saya .padahal rakyat tangan kosong,NON_BUZZER
para elite blunder 100%,NON_BUZZER
pulang lah dulu saudara saudara ku kalian pasti sudah .. istirahat lah .. di di karena kan situasi sudah enggak memihak kepada kalian.. lihat lah semua sosial media sudah dilarang live.. jaga diri kalian ... kami hanya mendoakan yang terbaik,NON_BUZZER
sehat sehat rakyat indonesia,NON_BUZZER
"saya dukung polri,tindak tegas saja,ini sudah di luar batas",NON_BUZZER
maju terus jaga keaman kami yang baik-baik sangat mwndukung polri,NON_BUZZER
pas ribut yang dikorbankan tni polri sementara dpr gajpernah memikirkan kesejahteraan mereka dpr sibuk memikirkan diri sendiri,NON_BUZZER
media pro dpr,NON_BUZZER
bravo tni polri,BUZZER
yang komen keluarga polri semua..,NON_BUZZER
stay safe kawan! stop provokasi! indonesia damai,NON_BUZZER
bravo polri,BUZZER
"dari rakyat, dibesarkan oleh rakyat, fasilitas dari pajak rakyat malah sekarang menjadi musuh rakyat.",NON_BUZZER
hati-hati rakyat akan marah lo,NON_BUZZER
luar biasa pak polisi,NON_BUZZER
tegakkan hukum agar negara tetap aman....,NON_BUZZER
kamibersamapolri,NON_BUZZER
nah kalo begini kan keren,NON_BUZZER
tolong tni sahabat rakyat bantu,NON_BUZZER
malam bukan lagi demo.,NON_BUZZER
"demo kok di jalan, mana main... di bandara noh kalo berani",NON_BUZZER
mantap brimob,BUZZER
brimob kalau deh ngamuk baru pada bubar,NON_BUZZER
brimob seberapa banyak???masyarakat lebih banyak...,NON_BUZZER
semangat brimob ku tunjukkan jiwa korsa mu,NON_BUZZER
dasar masa macam apa itu ada brimob nya kenapa pada diam saja,NON_BUZZER
brimob keren,BUZZER
bravo brimob semoga segera aman kembali nagara ini biar aku jualan lancar lagi,NON_BUZZER
mantab brimob,NON_BUZZER
cikeas besok rame bang markas brimob,NON_BUZZER
brimob bravo,NON_BUZZER
hidup brimob gas ful,NON_BUZZER
mantap brimob,BUZZER
pendemo jarah rumah dpr..brimob jarah nyawa rakyat,NON_BUZZER
(prabowo kali jokowi)(mahasiswa//polri),NON_BUZZER
"pak prabowo biar adem ganti kapilri dan menteri "" bapak yang bermaslah,",NON_BUZZER
hati-hati jangan sampai kejebak permainan dalamnya ini...... komnas ham nanti dipakai alat berikut nya!!! yang demo2 ini tidak semua pelaku asli biasa jadi pelaku2 karena situasional.....,NON_BUZZER
namanya juga tugas om,NON_BUZZER
mantap brigadir,NON_BUZZER
"mana2 yang cedera tak payah angkat lah,sendiri cari masalah,",NON_BUZZER
motor mobil baju eta nu gaduh rakyat wey,NON_BUZZER
tenang tenang saudara2ku... yuk jaga bersama negara kita inj,NON_BUZZER
dpr nya mana kok enggak ada yang keluar mau gajinya saja seharusnya wakil rakyat yang menyampaikan aspirasi seperti ini bukan rakyat yang terjun langsung ke lapangan,NON_BUZZER
"indonesia sedang tidak baik baik saja,,,buat dpr dengarkan rakyatmu",NON_BUZZER
saat pasukan gojek di tertib kan..bang..,NON_BUZZER
"guys plis pulang sekarang!! dapat info dari sodara dekat (polisi) bakal ada penembakan massal (sudah ditugaskan juga malam ini). makanya live tiktok dimatikan. saya enggak tau bakal viral atau tidak ketikan saya ini, tolong up ya. kabarin sodara kalian untuk hati-hati, apalagi listrik bakal dimatiin juga untuk sekitar jaktim,jaksel,jakut.",NON_BUZZER
tangkap para kriminal yang menjarah dan membakar warung2 dan tempat usaha masyarakt jelata..kerna sudah merugikan masyarakt,NON_BUZZER
lebih hebat rakyat karena mereka enggak pakai senjata.,NON_BUZZER
"waktunya beraksi kalau sudah dapat pritah dari atasan ,,,,bravo brimobku ,brimob tidak pernah berhianat terhadap bangsa",BUZZER
bravo brimob,BUZZER
tuhan memberkati saudara ku yang sedang bertugas....,NON_BUZZER
kok kayak cosplay kayak geng motor jdinya ya,NON_BUZZER
otak fpi/hti anak abah provokator,NON_BUZZER
kenapa pakai prabomo diam saja.kenpa kemauan rakyat enggak di gubris.,NON_BUZZER
kompas bilang rakyat = musuh,NON_BUZZER
"dari sini pejabat"" negara itu harus belaajar siapa tuan mereka!!!",NON_BUZZER
presiden enggak ada inisiatip bikin stetmen bagaimana bagaimana ya,NON_BUZZER
ham ke mana ham,NON_BUZZER
sudah woi sudah kasihan yang korban tewas nya ingat keluarga woi,NON_BUZZER
polri harus semangat,NON_BUZZER
bpk tni/polri,NON_BUZZER
ngeri negeri kita ini woy,NON_BUZZER
"cepat kasih tiktok bintang 1 biar dinotice sama ceo tiktok lalu dicek regionnya , kalo dari indonesia bakal ditanyain langsung komdigi nya oleh tiktok ‼r",NON_BUZZER
"smngt buat seluruh aparat keamanan indonesia,semoga kalian selalu dalam lindungannya,hanya bisa bantu dalam doa,",NON_BUZZER
keadaan seperti itu kok banyak penonton tidak takut resiko apa tidak tau atau kepo,NON_BUZZER
cepat pulih indonesia ku lindungi keduanya baik polri maupun masyarakat,NON_BUZZER
semakin parah nih kalau presidenya enggak turun tangan,NON_BUZZER
belum turun pendekar2 dari banten,NON_BUZZER
bravo tni,BUZZER
"saya sepakat dengan ugm kebijakan yang tidak pro rakyat dibatallkan, semoga universitas lain mengikut. jangan salahkan rakyat, pak presiden harus segera temui perwakilan demonstran.. alihkan kewenangan dpr ke dpd bisa melalui perpu merubah u md3 agar tidak ada intervensi parpol, lalu hentikan program mbak dan danantara, supaya ekonomi rakyat membaik dan negara ini damai",NON_BUZZER
sudah hari lalu. jangan diulang ulang. bikin bingung masyarakat,NON_BUZZER
"kehidupan yang kalian jalani sekarang nih adalah kehidupan buah simalakama,,,kalian semua sudah terjebak dua pilihan,,yang sulit kalian putuskan sekarang ini,,",NON_BUZZER
perbanyak salawat,NON_BUZZER
bravo polriku,BUZZER
ini seperti perang saudara indonesia,NON_BUZZER
semangat polri,BUZZER
"awas,nanti semakin liar pak.",NON_BUZZER
yang ada di postingan ini saudaranya brimob semua,NON_BUZZER
semoga allah melindungimu pak polisi,NON_BUZZER
saya mendoakan sehat selalu brigade,NON_BUZZER
tangkap anis,BUZZER
apa yang terjadi?,NON_BUZZER
sudah enggak kondusif lagi,NON_BUZZER
lihat story aku plis,NON_BUZZER
polriku,BUZZER
semoga pimpinan kalian menaikan gaji biar anak istri senang,NON_BUZZER
"habib-habib pada ngumpet ,.",NON_BUZZER
#selamatkannkri,NON_BUZZER
yaallah lindungi lah bangsaku,NON_BUZZER
sebenarnya harus presiden yang turun menenangkan rakyatnya kenapa diam saja,NON_BUZZER
"mantap, jagalah keamanan negeri ini, ambil tindakan tegas bagi yang mau membuat onar",NON_BUZZER
"presiden harus mendengarkan aspirasi pendemo dan memberikan untuk mencarikan solusi apa yang diharapkan rakyat ,kalau rakyat semakin ditekan dengan cara kekerasan bukan solusi terbaik malah akan membesar dan semakin lama demonya",NON_BUZZER
"tetap semangat kepolisian republik indonesia, banyak yang menghina mu dan merendahkanmu tapi mereka hanya tidak sadar bahwa itu ada bagian dari tugas kalian, tetap lah menabur kebaikan dan menjalankan tugas kalian meskipun banyak oknum atau masyarakat yang ingin menjatuhkan atau menjelekkan kalian. biarlah tuhan yang menilai karena sebaik.baiknya penilaian adalah penilaian dimata tuhan jauh lebih penting daripada penilaian di mata manusia. #bravokepolisanrepublikindonesia",NON_BUZZER
kalo sudah 500 like wa ya?,NON_BUZZER
prabowo tidak seperti yang di harapkan,NON_BUZZER
kalau sudah ada korban jiwa..harusnya wal dari revolusi,NON_BUZZER
ojol yang di tabrak polisi meninggal dunia,NON_BUZZER
asik kubu buka musuh ya,NON_BUZZER
kenapa enggak begini konvoi pembubaran opm ya ? pakai motor trail sama rantis nya kan bisa habis itu opm,NON_BUZZER
eksen.. lawan kkb diam... wkwkwk,NON_BUZZER
salam dari aceh bro,NON_BUZZER
sudah saatnya suara rakyat bersatu melupakan urusan pribadi dan golongan untuk melawan penindasan dan ketidak adilan,NON_BUZZER
demo trs..enggak ada pekerjaan apa,NON_BUZZER
seru nih...,NON_BUZZER
"pendemo hanya di jadikan kambing hitam saja para penyusup tertawa di belakang layar,",NON_BUZZER
habis nglindas orang sampai mati dan hukumnya 20hari sekarang mau arogan lagi brimop,NON_BUZZER
sama opm enggak berani,NON_BUZZER
tangkap jokowi,NON_BUZZER
pulang 2 enggak usah demo,NON_BUZZER
hati-hati kawan 98 jilid l sedang berproses,NON_BUZZER
"polisi habis sowan kerumahnya jokowi dapat arahan, bukannya polisi datang ke pak prabowo meminta arahan",NON_BUZZER
tindak tegas yang merusak pasilitas umum.,NON_BUZZER
kami dukung brimob untuk melakukan tindakan tegas demi ketertiban umum,NON_BUZZER
semangat pak polisi. dan tni,NON_BUZZER
polri hebat,BUZZER
rakyat sudah muak,NON_BUZZER
punya presiden enggak sih,NON_BUZZER
"cepat kasih tiktok bintang 1 biar dinotice sama ceo tiktok lalu dicek regionnya , kalo dari indonesia bakal ditanyain langsung komdigi nya oleh tiktok ‼t",NON_BUZZER
semangat terus ya,NON_BUZZER
brimob tak pernah berkhianat,BUZZER
live tiktok di banned pemerintah,NON_BUZZER
bravo polri,BUZZER
sehat selalu yang sedang bertugas semoga selalu dalam lindungan allah amin,NON_BUZZER
up !,NON_BUZZER
brimob anjing,NON_BUZZER
kiranya semua baik,NON_BUZZER
tni / polri punya ribuan kasih negara sudah hancur baru bergerk,NON_BUZZER
bravo tni dan polri aman segera situasi,NON_BUZZER
"prpesiden ya luarbiasa hebat,jakarta kisruh,didlm malah bagi bagi penghargaan",NON_BUZZER
gue heran dalam kondisi seperti ini kenapa gubernur diam saja enggak ambil tindakan untuk meredam ya,NON_BUZZER
wakil rakyat harus tanggung jawab punya ketua begitu,NON_BUZZER
cobk jangan bawa senjata bos. mengomongkan bawa senjata itu kan sama dngn memncing masrkt.,NON_BUZZER
apajadi nya kalo rakyat di persenjatai..,NON_BUZZER
waduh bahaya ini,NON_BUZZER
bravo brimob ku,BUZZER
semangat polri,BUZZER
aparat harus tegas karena rakyat butuh kedamaian,NON_BUZZER
dalangnya mah nyantai bari makan burger...polisi sama rakyat yang di adu ...,NON_BUZZER
"cepat kasih tiktok bintang 1 biar dinotice sama ceo tiktok lalu dicek regionnya , kalo dari indonesia bakal ditanyain langsung komdigi nya oleh tiktok ‼ya",NON_BUZZER
jangan menambah luka rakyat,NON_BUZZER
"lihat rakyat mu pak, mereka lagi kesulitan.",NON_BUZZER
"gara-gara , kuya yang joget menantang",NON_BUZZER
presiden dan pemerintah sudah jabat tangan dengan dpr. ingat yang bikin aturan dpr jadi superbody siapa di 2002 ? meg,NON_BUZZER
mantap ada ambulan dari pram siap tanggap!!!,NON_BUZZER
"yang menyalahkan pak prabowo, enggak belajar pas ppkn ya. beda eksekutif dan legislatif",NON_BUZZER
wowo lagi les joget tabola bale,NON_BUZZER
"akhirnya ada korban dan pengalihan geruduk dpr pun beralih ke brimob, politik memang kejam yang berkuasa yang pegang kendali dan instruksiesekusi teruntuk para korban² turut berduka cita",NON_BUZZER
sebaiknya sudah pada pulang deh sudah malam sudah pada capek fisik dan mental. pendemo bertahan untuk memperjuangkan prinsipnya sedangkan polisi terus memukul mundur massa pendemo sedangkan yang di demo sudah tidur pulas. jadi sudah bubarkan diri lalu pulang untuk beristirahat melepaskan rasa penat pada badan dan pikiran,NON_BUZZER
tangkap mulyono,NON_BUZZER
nampaknya aparat kepolisian dinegeri kita ini musuhnya rakyat,NON_BUZZER
ibu pertiwi menangis melihat keadaan konoha sekarang ini....???? bangsa yang kayak raya tapi hutang overload dan semua difajaki...!!!!,NON_BUZZER
"brimob lindes ojol, tanggung jawab dong",NON_BUZZER
ini namanya perang lawan rakyat sendiri,NON_BUZZER
"brimob pakai ful gear itu buat ngadapin teroris bukan masa yang terdiri dari mahasiswa dan masyarakat, mau terlihat gaga""an saja yang tni saja ngadepin demo enggak musti fuul gear beda jika dipapua daerah konplik ya enggak apa"" ini ngadepin pendemo macam mau mengajak perang",NON_BUZZER
kenapa malah polisi musuhin rakyat ? kok enggak mikir begitu ya ?,NON_BUZZER
ingat 98' aparat disweeping warga,NON_BUZZER
pasukan sipil bersenjata lengkap vs warga sipil,NON_BUZZER
uuang pensiun anggota polri lebih baik dihapus dari apbn supaya tidak dapat uang pensiun setiap bulan,NON_BUZZER
"nasi sudah jadi bubur, bagaimana rakyat mau percaya sama polisi, tugas mu menjaga negara dan rakyat, bukan membunuh rakyat dan membela yang punya kuasa dan jabatan",NON_BUZZER
"guys sedikit info,,, ini dari bang densu ayok pulang sudah enggak kondusif tolong guys jangan sampai terjadi yang enggak ² lagi,,, gue bukan buzzer ini dari ignya bang densu ada yang dm katanya suruh pulang yang demo karena sudah enggak kondusif untuk daerah kwitang ya",NON_BUZZER
lah rokok e,NON_BUZZER
aparat tinggal ngamankan kenapa harus di buat masa biar anarkis,NON_BUZZER
semoga segera kondusif,NON_BUZZER
presiden enggak becus,NON_BUZZER
polisi anjing..,BUZZER
ojol sampai kelindes itu,NON_BUZZER
polisi itu braninya sama rakyat yang tangan kosong sedangkan polisinya bawa senjata lengkap..coba masarakat bawa senjata juga positip kabur karena jumlah lebi banyak masa,NON_BUZZER
hijaukan brimob,BUZZER
"negara indonesia ""gemah ripah lohjinawi tototentrem kertoraharjo...?!.. mimpi",NON_BUZZER
rip ojol. sekedar info demo susulan tanggal 1 september 2025,NON_BUZZER
"woi gua mau bertanya nih tentang demo nya ya pak, ini konsepnya apaan ya pak gua heran ini mau perang apa gi mana kanya merugikan rakyat nya sendir",NON_BUZZER
ngakunya berseragam atitudenya enggak ada coba kalo enggak ada duit enggak bkl masuk itu,NON_BUZZER
dari kemarin2 lihat demo tapi kenapa robot2 anjing enggak di keluarkan ya buat bubarkan massa sayang kan mubazir belinya 3 milyar lho,NON_BUZZER
mau di bawa kemana ini bangsa tidak belajar dari kasus 98.....,NON_BUZZER
heh rakyat ada yang mati,NON_BUZZER
"tadi lihat yang ngeroyok 1 orang juga seragamnya hitam"" begini nih",NON_BUZZER
kau masukan itu berita ojol di lindes,NON_BUZZER
pasti gibran ingin jadi president. kalo sudah jadi president enggak akan ada yang demo. seperti jkowi di demo enggak mempan. malah blusukan lihat got,NON_BUZZER
beberapa hari ini saya sadar ternyata bukan di bentrokan antara rakyat dan aparat tapi pertunjukan keberpihakan aparat bukan kepada rakyat,NON_BUZZER
andaikan pendemo nya lebih cerdas lagi... coba mereka bagi beberapa group yang mendatangi rumah rumah para anggota dpr...,NON_BUZZER
masukkan saja pendemo semua keambulan.baru sama-sama kita semayamkan,NON_BUZZER
harus di gulingkan sih pemerintahan yang makin enggak jelas ini,NON_BUZZER
ini mau perang teh. itu rakyatnya padahal,NON_BUZZER
ojol tuh cari uang & jangan ikut-ikutan demo !!!,NON_BUZZER
rapet banget,NON_BUZZER
brimob melindas ojol ..,NON_BUZZER
dikit2 presiden- presiden ... ini yang waktu pemulihan kursi dpr memilih banteng enggak mikir apa...,NON_BUZZER
"mari kita kawal kasus,mobil polisi yang nabrak ojol karena kalau tidak di kawal kasusnya akan hilng",NON_BUZZER
oh ini yang lindes sampai sipil meninggal,NON_BUZZER
besok sambung lagi,NON_BUZZER
tapi enggak usah di lindes kan bisa !!!,NON_BUZZER
apa yang jadi dosa kok rakyat sama polisi yang di adu,NON_BUZZER
"mana perwakilan dpr. temui massa demo. kalian yang harus tg jawab. syahroni. eko.sikuya, sitorus. jangan diam kalian.",NON_BUZZER
dijana cai memang?,NON_BUZZER
usut tuntas mobil brimob yang lindes ojol!!!,NON_BUZZER
asli ini enggak ada rasa malunya dpr sampai sekarang,NON_BUZZER
terimakasih,NON_BUZZER
turut berdukacita atas meninggalnya ojol,NON_BUZZER
masih mau dijajah dengan pemimpin negeri ini?,NON_BUZZER
"ini gara,,anggota dpr yang punya omngan bikin sakit hati rahyat indonesia .yang jadi sibuk kasihan bok,,aparat kan jadinya ...",NON_BUZZER
presidennya lagi nyeker yang akan diculik seperti 1998,NON_BUZZER
semoga cepat kondusif,NON_BUZZER
jam nya sudah habis harus di bubarkan biar bisa istirahat .,NON_BUZZER
pungsi brimob untuk menakutkan ayam sayur,NON_BUZZER
"heranya dpr enggak ada yang respon ada apa ini,sampai pakai mobil tempur yang seharusnya untuk melawan penjajah malah dipakai melawan rakyat",NON_BUZZER
bentar lagi ini juga jadi musuh rakyat,NON_BUZZER
"oh brimob itu di latih perang melawan rakyat,ku kira bela negara",NON_BUZZER
"yang menginginkan indonesia hancur, sedang tertawa menonton dibalik layar.",NON_BUZZER
instansi lagi bobrok harusnya benerin meskipun tidak pernah ternilai inimah malah makin diliatin bobroknya sampai menghilangkan nyawa rakyat,NON_BUZZER
"yang bikin rusuh sesungguhnya adalah aparat sendiri, demi menghabiskan anggaran. tidak ada sedikit pun para pendemo akan menjarah atau merusak. aparat sengaja bolak balik melakukan intimadasi",NON_BUZZER
media buzzer,NON_BUZZER
"bubarkan dpr atau indonesia bubar, menjadi kerajaan seperti dulu",NON_BUZZER
sdhlah pakai presiden hentikan korupsi sebelum negara ini bubar.,NON_BUZZER
"bubarkan saja pak,meresahkan.bikin lumpuh ekonomi,merugikan saja",NON_BUZZER
harusnya ke rumah megawati juga enggak sih sebagian di demo karena ini semua ulah megawati gara” dia bentuk dpr mpr jadi megawati dalangnya,NON_BUZZER
"ojol di lindes, tukangorder maxim kena gas air mata 5x kayak di incer begitu, parahsih pada donggo otaknya",NON_BUZZER
brimob pakai senjata lengkap untuk lawan rakyat.,NON_BUZZER
awal mah kagum sama brimob eh makin ke sni sama saja kaya atasan nya,NON_BUZZER
""" akankah tragedi hitam 1998 terulang kembali ????!!!!...""",NON_BUZZER
tolong jangan bakar-bakaran ya tetap harus kondusif,NON_BUZZER
pasukan brimob adalah pasukan yang tidak pernah berkhianat kepada ibu pertiwi...,BUZZER
kok pendemo enggak ada yang bawa senjata,NON_BUZZER
jangan lupa pejabat dan aparat yang bikin rakyat menderita. enggak cuma ditindas tapi dilindas. rip democracy,NON_BUZZER
besok kita kasih kejutannya,NON_BUZZER
kabarnya brimob yang lindas ojol bagaimana?? apakah pelakunya sudah di hukum ??,NON_BUZZER
polisi musuh seluruh rakyat indonesia,NON_BUZZER
perang kok sama rakyat,NON_BUZZER
1312,BUZZER
kompas pro pemerintah,NON_BUZZER
brimob nya kayak lagi berasa main game kali ya? anjing memang.,NON_BUZZER
"kenapa polisi tidak kasih jalan saja ke kantor dpr atau dprd biar rakyat menghakimi wakilnya yang tidak becus kerja, sesungguhnya rakyat",NON_BUZZER
presiden mana kok enggak ikut nenangkan massa,NON_BUZZER
polisi di indonesia enggak ada fungsinya..... katanya penegak hukum tapi kenapa seorang ojol kok di tabrak .bubarin juga polisi,NON_BUZZER
"mobil barakuda kan enggak bisa kebalik mengapai kabur ngelindes, kan bisa mundur dikit dulu",NON_BUZZER
"aparat yang seharusnya melindungi justru merenggut nyawa rakyat kecil! apakah kita akan diam? kami menuntut: ungkap sopir barracuda, proses hukum transparan, keadilan dan kompensasi bagi keluarga korban, serta hentikan represifisme aparat. ini bukan hanya soal demo, tapi soal hak hidup! jika aparat bisa melindas, kita bisa melawan dengan suara, solidaritas, dan hukum. solidaritas ojol adalah solidaritas rakyat jangan biarkan nyawa affan hilang sia-sia. jika ini dibiarkan, siapa korban berikutnya?",NON_BUZZER
"yang dibenturkan malah masyarakat dan aparat, sedangkan para pejabat, where you go????!!!",NON_BUZZER
besok demo lagi,NON_BUZZER
"yang di up cuma aparat , media""",NON_BUZZER
"yang dipersoal apa,tujuan demo arahnya kemana,itu yang dibilang latihan lain main lain tujuan ke dpr kenapa membias kemana mana.heran heran dan heran . tolong berpikir yang sehatlah",NON_BUZZER
"sudahlah hentikan kegilaan ini sebelum meledak menjadi kerusuhan sosial, sesama rakyat saling bunuh",NON_BUZZER
"rakyat lewat di lempari gas air mata, di lindas, di pukuli, eh kapal induk amerika lewat langsung pura² galiat",NON_BUZZER
"pak polisi se indonesia , bapak tidak usah jaga demo lagi , biar instansi yang lain jaga demo , itu keinginan rakyat.",NON_BUZZER
"hati-hati media live tiktok sudah dimatikan, listrik dipadamkan dan peluru tajam mulai digunakan 30 malam, pemerintah tolong jemput aspirasi sahkan u perampasan aset koruptor & bubarkan dpr, serta rasionalisasi gaji pejabat negara dan bumn semua tingkatan.",NON_BUZZER
orba new version,NON_BUZZER
diem² mulu ini bagaimana kelanjutannya?,NON_BUZZER
ayo gas ayo gas menyesal banget gua plih fia,NON_BUZZER
lagian loa aparat bukan membela rakyat mending juga lo pada tidur dari pada membela tikus² rakus,NON_BUZZER
aku dukung pemerintah ambil tindakan tegas kepada penjarah...,NON_BUZZER
biang kerok dari kerusuhan,NON_BUZZER
semangat polri jangan kendor demi keamanan dan ketertiban masyakat semoga kalian sehat selalu,NON_BUZZER
ada rencana besar apa pemerintah malam ini ? mereka hilangkan fitur live tiktok !!!!!,NON_BUZZER
"coba polisi ubah pandangan nya terhadap rakyat, jangan pakai senjata, watercanon tetapi membaur bersama rakyat, toh polisi itu pelayan masyarakat, rakyat itu tuan di negara ini. pasti tidak akan terjadi bentrokan polisi vs rakyat, polisi mengawal tuannnya menyuarakan aspirasinya, bukan menghadang indonesia presisi",NON_BUZZER
jaga persatuan dan kesatuan nkri.,NON_BUZZER
"yang ijo kenapa enggak kelihatan sibuk2 lagi, apa habis sudah sembako dan uang sih ijo",NON_BUZZER
"preet, rakyat indonesia siap berjihad, partai coklat dapat, ijasah palsu, pajak dl parah, pajak motor tambah 26 % kurang lebih",NON_BUZZER
"guys, tadi gue lihat salah satu komen yang sangat masuk akal. dimana kita jangan lagi demo di depan gedung dpr mpr, melainkan demo di bandara internasional, atau pusat2 ekonomi internasional. yang mana jika ada demo di tempat tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yang di bawa di demo tersebut. mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut",NON_BUZZER
ayo ayo terus... jangan chaos.. jangan pulang sebelum menang,NON_BUZZER
dpr yang bertanggung jawab atas semua kerusuhan ini kalian kalau keluar dari awal untuk mendengar aspirasi rakyat insiden ini tidak akan terjadi .,NON_BUZZER
bersama tni rakyat damai,NON_BUZZER
ternyata polisi pakai knalpot brong,NON_BUZZER
ya allah lindungilah mereka semua..amin..,NON_BUZZER
enggak iklas duit pajak yang gue bayar buat gaji mereka,NON_BUZZER
"sipil vs parcok tinggal tunggu titik kumpul, dan merapat",NON_BUZZER
wartawannya kompas yang mengatai pendemo musuh,NON_BUZZER
pak presiden coba lihat rakyat mu,NON_BUZZER
apa yang mau dibubarkan ...dpr itu yang dibubarkan ...musuh indak lain indak bukan ...polisi sama rakyat itu lah ..polisi vs rakyat...,NON_BUZZER
pelindung pejabat...,NON_BUZZER
katanya polisi dan kawan kawan nya mau di bubarin di indonesia ? termasuk brimob juga bukan ?,NON_BUZZER
"padahal semua yang dipakai dari duit rakyat, tapi knapa malah rakyat selalu ditindas? enggak malu?",NON_BUZZER
tunggu baduy sama dayak datang,NON_BUZZER
"kebalik sekarang seharusnya , masa bersatu bubarkan brimob .",NON_BUZZER
pengemudi ojek online (almarhum. affan kurniawan kelahiran 2004) dilindas mobil brimob melintas di tengah massa aksi demo hingga meninggal dunia. pelaku melarikan diri dengan mobilnya.,NON_BUZZER
"ojol dilindas oleh brimob dengan cara mengerikan, ditabrak berhenti kemudian melaju sambil melindas.",NON_BUZZER
kalo ada pemilihan dpr jangan di coblos suratnya,NON_BUZZER
"cek story gue, ojol dilindes sama truck brimob",NON_BUZZER
ojol bagaimana tuh ojol woi,NON_BUZZER
besok tinggal tugasnya pasukan oranye buat bersihin batu yang berserakan,NON_BUZZER
kok media yang 1 ini enggak beritain ojol yang kelindes ya?,NON_BUZZER
"sih admin berpihak kebrimob ,",NON_BUZZER
civilian killed by brimob,NON_BUZZER
ganti besok2 ojol yang demo,NON_BUZZER
dilaga kita dpr nya makan caviar,NON_BUZZER
padahal kalo pintu gerbang gedung dpr di buka atau paling enggak wakil rakyatnya mau menemukan pendemo saya rasa enggak akan terjadi seperti ini,NON_BUZZER
brimob nabrak dan melindas driver ojol,NON_BUZZER
"oi brimob, tanggung jawab lo, sama ojol,",NON_BUZZER
ojol yang kelindes mana kok enggak di beritakan,NON_BUZZER
sudah kayak pasukan idf di palestina ya,NON_BUZZER
"jika kata-kata tidak tersampaikan,maka kekerasan adalah kuncinya",NON_BUZZER
itu semua fasilitas punya rakyat woooi,NON_BUZZER
"saya dukung brimob,, jangan biarkan pak makin pada naik kepala,, nih ada yang tunggangi demo demo macam nih, musuh pemerintah ketawa,, politik semua nih",NON_BUZZER
lawan rakyat pakai senjata,NON_BUZZER
kalo polri dan tni bela rakyat kelar tuh dpr habis kebijakanya se enaknya sendiri pakai naik gajih pas dibarengi pajak naik siapa yang enggak kesel rakyat,NON_BUZZER
tetap semangat polisi,NON_BUZZER
semoga ini bukan sistem makar yang pernah dijalankan pada masa tahun 98 lalu,NON_BUZZER
lihat pak prabowo kebawah sudah ada korban nyawa yang hilang,NON_BUZZER
rombongan peng....,NON_BUZZER
itu yang pengayom masarakat,NON_BUZZER
padahal rakyat cuman butuh didengarkan beres,NON_BUZZER
